Gender,Age,Height,Weight,Duration,Heart_Rate,Calories,suitable
1,41,181,82,23,106,151,1
0,23,145,48,8,90,36,1
0,50,164,67,16,94,82,1
1,51,184,92,3,80,10,0
1,59,190,93,22,93,126,1
0,41,182,83,15,91,67,0
0,52,154,55,1,67,2,1
0,31,166,65,5,90,22,1
1,23,185,85,14,97,62,1
0,28,163,60,29,96,147,0
1,53,188,91,12,90,59,0
1,22,187,84,26,99,120,1
1,30,181,80,2,89,7,1
0,21,155,58,27,103,154,1
0,30,154,56,11,90,50,0
1,29,186,87,20,98,98,1
0,21,175,74,13,95,60,1
1,78,168,71,27,109,231,1
0,43,183,71,5,88,22,1
1,42,176,80,26,116,210,1
1,26,186,85,13,83,32,1
0,50,167,70,13,92,63,1
0,35,170,65,16,97,83,1
0,31,155,56,25,111,169,1
1,20,194,97,20,96,87,1
1,48,194,96,26,100,164,1
1,39,175,75,26,102,149,1
1,24,192,93,21,99,103,1
0,27,169,66,9,87,36,0
0,53,152,51,7,83,30,1
1,44,184,88,22,98,124,0
0,37,156,59,19,101,110,0
1,28,171,70,17,103,89,1
1,41,185,86,22,104,140,1
1,47,182,86,30,114,244,0
1,26,175,79,20,103,106,1
1,20,176,74,15,100,67,1
0,64,150,55,19,102,122,1
1,21,193,88,15,90,50,1
0,21,164,62,27,106,161,1
0,29,179,73,27,107,164,1
0,41,177,76,10,83,37,1
0,54,159,63,8,84,34,1
0,55,149,52,14,92,73,1
0,60,177,76,24,108,160,0
1,21,178,76,30,113,196,1
1,21,195,92,19,100,93,1
1,31,179,80,28,112,194,1
0,26,159,61,7,88,29,1
0,21,161,60,4,87,16,0
1,35,192,103,14,91,63,0
1,27,195,92,15,97,71,0
0,29,153,50,3,82,11,0
0,74,164,66,24,107,167,1
0,42,168,66,3,78,10,0
0,46,184,82,24,105,145,1
1,49,179,82,18,101,111,1
1,76,176,81,24,94,154,1
0,35,165,65,22,95,110,1
1,42,181,81,6,83,19,0
1,38,181,88,19,100,107,1
0,44,173,69,26,109,172,1
0,66,191,84,11,98,62,1
1,20,176,76,4,89,11,1
0,27,161,63,10,97,51,0
1,35,180,79,29,115,219,1
0,25,179,75,2,77,6,0
0,69,172,71,26,98,152,1
0,64,155,53,12,100,75,1
0,29,169,68,26,108,162,1
1,32,179,81,26,110,174,0
1,63,184,86,26,109,212,1
0,36,167,64,28,108,180,1
0,36,180,80,22,109,139,1
0,75,169,69,27,100,167,0
1,38,181,81,20,101,113,0
0,31,148,53,5,74,14,1
0,58,165,65,19,111,135,1
1,66,204,109,14,101,106,1
1,37,185,80,18,105,111,0
1,43,186,88,16,94,80,1
0,61,175,74,13,92,65,0
1,21,191,95,18,89,60,1
0,45,161,61,27,113,193,1
1,73,185,87,26,99,186,1
1,29,188,84,16,95,70,0
1,62,180,83,27,99,177,0
1,58,177,84,11,88,52,0
1,66,186,95,2,77,7,1
0,23,169,64,30,116,212,1
0,23,142,47,12,96,62,1
1,55,192,98,28,111,233,1
1,41,187,91,13,91,58,1
1,32,181,82,15,93,63,1
0,75,161,69,19,93,103,0
1,53,180,77,27,103,178,1
1,68,201,105,19,100,142,0
1,23,175,78,19,104,101,0
0,37,159,62,25,101,143,1
0,34,148,48,13,94,66,0
0,41,152,55,25,103,153,1
1,20,167,70,18,91,55,1
0,24,169,63,2,81,7,0
0,78,167,69,5,93,27,1
1,25,187,91,13,89,44,1
0,44,160,59,26,106,167,1
1,51,181,82,9,79,27,1
0,44,164,59,29,109,196,1
1,38,191,89,8,82,24,1
1,65,189,91,13,96,83,1
1,43,183,88,12,95,62,1
1,21,172,70,20,99,86,1
1,24,170,72,9,77,10,1
0,29,161,65,28,110,182,1
1,32,175,79,8,98,39,1
0,45,177,74,8,84,31,1
0,36,172,72,4,80,13,1
0,21,157,59,28,114,192,1
0,70,164,63,7,86,33,1
0,33,163,65,26,108,165,1
0,36,154,52,21,100,120,0
0,68,149,52,22,86,106,1
0,32,164,62,25,100,138,1
0,57,178,78,21,102,125,1
1,60,199,109,16,96,105,0
0,27,161,55,13,93,62,1
1,42,179,77,4,72,6,1
0,24,182,74,7,88,28,1
0,23,189,79,5,94,22,0
0,73,146,50,30,110,225,1
0,72,169,72,6,87,28,1
0,38,170,64,9,91,42,1
1,49,187,89,24,99,145,1
1,36,201,106,29,115,238,1
1,23,193,88,1,84,3,0
1,66,188,93,1,85,5,1
1,47,188,84,26,105,175,1
0,49,173,66,4,81,15,1
0,77,166,68,19,101,121,0
0,29,165,62,21,102,119,1
1,62,172,81,14,88,68,1
0,52,154,57,11,89,53,0
0,73,157,64,20,106,137,1
1,53,194,93,27,104,191,1
1,41,195,96,19,100,113,0
1,74,191,99,14,89,83,1
0,26,178,74,14,96,68,0
0,31,154,48,12,96,63,1
0,36,149,53,16,94,81,1
0,64,159,56,3,91,16,1
1,22,190,94,15,91,55,1
0,65,149,50,25,105,170,0
1,41,177,84,8,84,26,1
0,21,182,77,19,102,101,0
0,56,162,59,26,101,159,1
0,22,152,59,26,109,165,1
1,76,196,97,13,90,80,1
0,59,186,85,16,89,72,1
0,72,172,72,13,101,81,1
1,36,205,112,22,107,157,1
1,23,183,84,29,112,193,1
1,24,185,90,8,86,23,1
0,33,151,53,18,97,96,1
1,44,172,81,5,82,15,1
1,45,197,104,16,101,104,1
1,70,195,98,14,102,108,1
0,27,171,68,6,87,24,1
1,33,189,93,15,95,71,1
0,32,161,63,17,99,92,1
1,77,190,90,9,88,52,1
0,33,167,65,18,98,95,1
0,31,171,68,28,107,173,0
0,41,154,52,30,117,229,1
1,22,183,91,29,114,204,1
0,51,171,71,17,95,88,1
1,22,178,80,28,113,186,1
0,29,156,51,12,95,61,1
0,67,186,76,27,107,181,0
0,77,161,59,2,79,8,1
0,26,156,59,26,109,167,0
0,74,164,63,29,104,194,1
0,29,162,61,24,101,134,1
0,68,170,73,6,93,32,1
1,34,180,78,17,100,89,1
0,41,177,70,27,116,197,0
0,48,176,74,18,94,90,1
1,46,183,89,14,95,74,1
0,51,179,76,21,88,92,0
1,42,186,89,13,89,55,1
1,44,180,82,3,86,11,0
0,47,165,64,11,96,59,1
1,31,188,86,10,94,44,1
0,37,152,56,3,80,11,1
1,38,177,79,28,107,182,1
0,73,167,67,2,86,9,0
1,72,178,79,19,108,158,1
0,26,163,59,4,86,16,1
0,37,164,63,12,91,56,0
1,52,179,87,7,84,27,1
0,23,160,58,26,101,144,1
0,63,160,61,8,88,38,1
1,62,183,94,5,84,23,1
1,24,160,61,1,77,1,0
1,26,178,82,28,122,231,1
1,33,169,71,24,110,157,1
0,26,164,59,1,87,4,1
1,36,163,69,24,102,131,0
1,32,176,80,25,102,137,1
0,26,164,61,12,88,50,1
1,42,194,91,3,79,8,0
1,34,175,72,22,105,129,0
1,29,185,88,16,96,74,0
1,35,185,87,11,85,35,1
1,78,172,80,3,86,16,1
1,44,196,102,30,101,192,1
0,23,154,52,19,103,111,0
1,32,182,86,29,110,198,0
0,36,174,67,27,110,178,1
1,35,174,78,7,98,35,1
1,45,192,101,18,86,75,1
0,51,175,76,24,111,164,1
1,35,186,90,14,100,78,1
1,51,175,81,6,83,21,1
1,61,170,79,13,89,64,1
1,70,176,85,25,99,174,1
0,79,178,73,19,99,116,1
1,20,179,75,17,109,99,1
1,65,191,96,27,110,233,1
1,73,197,100,10,94,67,0
1,28,166,66,2,72,1,1
1,48,184,83,19,92,91,1
0,38,153,56,8,86,34,1
0,43,160,60,4,83,16,1
1,30,180,80,5,89,17,1
1,68,170,74,14,90,74,1
1,48,173,74,15,90,65,1
1,56,169,79,26,102,172,0
1,28,199,96,21,103,122,0
0,28,150,53,22,110,146,0
0,55,155,54,5,81,20,0
1,24,201,94,14,99,69,1
1,73,172,80,30,101,219,0
0,28,167,64,16,108,101,1
0,58,161,65,17,92,87,1
0,23,181,78,13,93,57,1
1,38,174,74,22,103,127,1
0,41,167,62,29,105,180,0
1,48,195,95,15,93,78,1
0,72,170,73,5,90,25,1
1,79,176,83,3,83,15,1
0,37,160,63,18,101,103,0
1,52,190,93,26,105,187,1
1,77,176,79,2,85,10,0
1,24,188,93,18,99,89,1
1,39,189,89,6,89,24,1
1,26,183,85,22,107,133,0
0,42,150,52,25,98,141,1
1,33,183,80,20,99,102,1
1,78,186,91,5,84,26,1
1,24,174,74,4,86,10,1
0,27,159,58,1,80,3,0
1,67,181,85,2,76,7,1
1,30,199,100,24,105,150,0
1,76,197,99,5,78,22,1
0,31,165,62,7,85,27,1
1,40,202,103,10,94,52,1
1,60,196,96,12,97,77,1
0,27,159,54,12,97,63,1
0,27,159,58,8,89,35,1
1,50,182,85,14,90,65,1
1,36,185,87,20,100,110,0
1,45,184,88,15,97,83,0
0,52,191,78,16,92,77,0
0,27,167,63,3,83,11,1
1,76,190,95,22,104,181,1
0,20,158,57,25,108,156,0
0,28,167,63,1,73,3,0
1,56,194,97,11,84,47,1
1,79,180,82,21,103,167,0
1,40,183,82,27,103,164,1
0,77,159,61,28,114,219,0
0,77,152,56,27,107,193,1
0,67,161,57,18,94,100,0
1,63,189,89,7,90,38,1
1,35,188,89,5,83,15,1
0,22,178,80,5,89,20,1
1,44,170,70,9,85,30,1
0,79,150,58,17,97,104,1
1,53,202,107,26,100,176,1
0,33,174,72,20,98,104,1
1,73,170,75,5,89,27,0
1,29,192,98,12,93,52,0
0,28,159,62,7,89,30,1
1,21,165,65,9,89,24,1
0,34,170,65,24,108,153,1
1,40,162,64,22,111,151,1
0,20,180,72,4,90,16,1
0,29,164,64,16,96,80,1
1,65,196,98,21,103,160,1
1,39,197,106,8,95,43,1
1,61,184,80,25,104,180,1
1,69,195,98,16,101,120,1
0,21,155,59,21,94,99,1
1,72,194,97,27,107,230,1
1,33,160,67,20,103,108,1
1,21,178,81,27,116,191,1
1,37,192,91,24,117,197,0
1,44,184,84,10,92,46,1
0,23,168,67,17,101,92,0
1,34,182,81,4,72,4,1
0,50,178,77,29,111,198,1
1,40,212,118,27,111,217,1
0,46,155,55,2,87,9,1
1,48,176,82,9,83,31,0
0,71,174,77,8,88,38,1
0,22,168,63,23,109,145,0
0,64,164,57,15,92,80,0
0,79,165,65,29,106,202,0
1,28,187,90,25,110,168,1
1,24,199,97,6,87,19,1
0,26,167,67,19,111,124,1
1,29,196,91,22,96,103,1
1,32,168,69,19,100,94,1
0,23,173,65,15,98,77,1
0,38,158,63,21,103,125,1
1,35,194,98,6,86,22,1
0,56,173,71,26,94,135,1
1,51,182,85,12,90,56,1
1,38,204,113,27,99,163,1
1,20,195,98,25,110,162,1
1,32,175,74,26,93,104,1
0,47,172,66,20,108,132,1
0,72,163,62,13,86,62,0
0,72,177,79,1,83,4,1
0,47,166,63,13,99,74,1
0,32,154,57,20,92,95,1
1,53,194,94,11,94,61,1
0,25,176,73,25,109,155,1
0,27,157,55,15,101,85,0
0,47,161,61,3,84,12,1
0,22,171,69,12,90,50,1
1,34,187,91,12,94,55,0
0,41,162,60,30,104,184,1
0,21,150,50,19,104,113,1
0,24,167,62,17,88,70,1
1,76,197,97,27,109,244,1
1,56,179,79,1,87,4,0
1,48,180,81,24,97,133,0
1,69,194,104,17,101,130,1
1,31,179,84,5,86,16,0
0,20,155,56,12,89,51,1
0,45,167,62,30,118,230,1
0,37,156,58,8,92,39,1
0,30,148,52,7,88,30,1
1,27,192,94,24,104,140,1
1,29,194,95,16,99,83,0
0,45,174,69,21,108,137,0
1,35,200,107,9,96,48,1
1,74,184,88,16,97,111,0
0,42,162,62,14,97,75,1
0,48,175,75,3,76,9,1
1,68,166,71,3,67,5,1
1,48,195,97,3,81,10,1
1,65,186,86,21,110,177,1
1,26,181,80,11,91,39,1
0,28,159,58,3,78,9,1
1,50,179,79,27,101,167,1
1,43,177,73,29,115,227,0
1,20,176,73,18,97,72,1
0,53,167,67,28,112,199,1
1,41,175,82,4,80,11,0
1,38,176,77,10,91,40,1
0,47,176,77,15,87,63,1
1,39,191,91,22,90,93,1
1,42,182,85,23,100,133,0
1,26,179,81,27,107,161,1
0,61,166,62,16,99,95,0
0,62,186,86,22,102,131,1
0,62,156,57,26,105,173,1
0,56,153,53,6,80,24,1
1,71,189,95,5,77,20,1
1,24,191,91,26,107,158,1
1,28,187,84,24,105,140,1
0,40,152,49,11,87,49,1
1,71,177,75,23,110,195,0
1,22,163,65,19,98,77,1
1,58,179,82,23,107,173,0
0,24,169,71,4,77,11,1
1,56,191,101,12,98,78,1
0,29,164,63,19,100,104,0
1,30,186,89,27,102,151,1
1,40,187,88,14,87,53,0
1,70,193,97,15,96,102,1
1,33,199,104,8,82,24,1
1,64,194,97,5,80,20,1
0,40,167,63,19,97,101,1
0,27,155,53,22,108,141,1
0,41,156,61,14,98,77,0
1,41,178,79,19,104,118,0
1,24,193,84,21,100,103,1
1,21,187,87,29,100,139,1
0,22,168,66,4,87,16,1
0,63,162,67,9,83,38,1
1,77,182,88,28,104,228,1
1,74,182,90,21,102,162,0
0,20,169,64,2,83,7,1
0,57,163,61,22,101,134,1
1,22,173,74,20,98,85,1
0,38,153,59,14,99,78,0
0,50,176,73,10,85,41,1
1,33,186,81,29,106,179,1
1,32,185,84,17,98,84,1
1,57,184,92,18,103,128,1
0,33,142,45,12,97,65,1
0,27,177,72,10,90,42,1
0,33,165,64,23,96,117,1
1,40,199,105,20,105,137,1
0,20,158,52,29,110,189,1
0,63,168,63,7,92,36,1
0,75,182,82,22,99,130,0
1,30,186,85,14,98,68,1
0,21,170,67,13,90,55,1
0,22,163,64,28,105,164,1
1,56,171,71,8,87,33,0
0,28,166,68,28,111,183,1
1,72,164,72,9,83,39,0
1,24,205,99,18,94,77,1
1,29,191,87,13,94,56,1
1,26,187,84,9,80,18,1
1,26,181,78,16,98,73,1
1,23,181,87,25,104,138,1
0,38,163,63,19,105,117,1
0,59,161,58,24,104,156,1
1,41,180,87,15,96,77,1
0,33,163,63,22,101,124,0
1,54,187,88,23,101,151,0
1,20,185,83,12,101,58,0
1,24,181,78,16,91,54,1
1,23,177,73,23,108,133,1
1,30,162,68,4,80,7,0
0,53,169,66,20,109,136,1
1,21,178,75,16,94,58,1
0,59,162,64,24,106,159,1
1,31,191,90,25,106,156,1
0,73,184,83,13,97,73,1
0,48,168,73,28,99,155,1
1,29,195,99,21,99,111,1
0,21,182,72,6,87,23,0
0,26,185,79,4,76,10,1
1,70,180,77,9,100,63,1
1,29,167,71,5,85,13,1
0,38,181,74,8,84,30,1
0,42,161,64,11,98,60,1
1,33,201,103,23,98,125,1
1,32,197,98,26,111,188,1
1,56,175,82,11,88,50,1
1,36,178,77,29,105,176,1
0,20,168,64,12,96,58,1
1,31,179,83,21,94,90,1
0,69,154,59,18,86,85,0
1,31,177,78,7,80,15,1
0,31,170,64,10,99,54,1
0,27,166,68,8,90,34,1
1,27,183,81,24,99,115,1
0,29,174,65,9,90,39,1
1,32,187,85,19,99,98,1
1,21,178,81,17,97,72,1
1,46,176,83,27,109,196,1
0,31,158,64,24,94,116,0
0,24,161,57,12,96,60,1
1,26,178,80,28,105,158,1
1,58,187,90,29,107,223,1
0,50,152,48,13,87,60,1
1,26,211,113,15,103,91,1
0,47,173,67,2,86,8,0
1,47,170,70,24,109,169,1
0,47,172,75,30,104,181,1
0,54,162,63,13,101,78,1
0,46,170,71,27,114,193,1
0,21,155,53,4,88,17,1
1,21,181,83,21,102,105,1
0,24,158,52,29,103,169,1
1,24,172,77,27,105,148,0
0,33,182,78,5,83,18,0
0,33,154,54,16,90,73,1
1,63,181,86,4,86,19,1
1,56,185,83,28,103,192,1
1,72,185,89,12,85,60,0
0,73,184,83,15,98,86,1
0,58,169,72,27,101,161,0
1,42,173,81,23,107,155,1
1,23,181,77,15,88,43,1
0,26,155,53,19,102,109,1
1,24,184,84,16,87,47,1
1,22,192,95,24,112,164,1
0,24,141,43,11,100,62,1
0,34,156,56,24,102,141,1
1,68,188,90,10,85,49,0
0,32,165,61,10,89,44,1
1,67,179,83,10,89,53,1
1,73,185,88,8,90,47,1
1,46,189,88,7,87,28,1
1,60,190,91,25,102,177,0
1,28,176,71,2,82,4,0
1,39,189,91,13,91,57,1
0,25,181,78,15,96,71,1
1,78,180,87,20,102,157,1
1,44,188,91,21,103,135,1
0,50,166,62,26,111,183,1
0,34,159,60,17,98,91,1
1,70,189,87,16,94,100,1
0,26,160,61,6,83,22,1
1,31,189,86,20,101,108,0
0,27,146,50,6,83,23,1
1,69,189,95,15,95,98,1
1,35,192,94,4,84,13,0
1,73,181,91,19,98,135,1
1,53,175,75,7,95,37,1
1,61,182,93,14,82,58,0
1,45,208,111,11,99,70,1
0,33,153,53,26,111,178,0
1,41,191,90,9,90,39,1
1,26,190,93,3,77,5,1
1,22,176,79,9,90,29,1
1,40,184,82,26,103,158,1
0,26,160,56,18,104,107,1
0,33,159,58,22,99,121,1
0,24,175,75,20,101,106,0
1,27,191,90,18,107,112,1
0,39,181,80,11,84,41,1
1,41,172,74,25,109,171,0
1,25,182,81,8,91,28,1
1,26,192,90,11,89,38,1
0,37,152,51,17,96,91,1
1,39,185,90,13,100,75,0
0,32,173,63,2,84,8,0
0,45,174,70,26,107,166,1
0,76,160,60,16,110,118,0
1,22,194,96,14,92,54,1
0,44,166,57,22,106,142,1
0,34,150,58,4,79,13,1
0,20,170,63,10,91,43,1
0,42,158,57,13,84,53,1
0,49,173,75,3,81,11,1
1,64,185,92,28,112,246,1
0,34,155,57,26,109,171,1
0,27,174,68,24,109,152,1
0,60,159,55,30,117,238,1
0,50,171,70,2,81,7,1
1,41,188,92,27,103,171,1
0,24,157,55,13,93,62,1
1,59,183,88,22,101,150,0
1,28,184,88,1,86,3,1
0,35,178,72,14,93,66,0
1,50,180,78,26,102,164,1
0,22,170,64,30,115,208,0
0,30,181,79,16,102,88,1
0,24,169,67,23,112,152,1
0,27,148,50,8,91,37,1
0,43,173,69,22,102,128,1
1,31,173,79,12,79,23,1
1,59,196,100,14,92,80,0
1,22,202,107,10,93,42,1
1,44,178,77,4,85,14,1
1,58,193,96,23,108,184,1
1,50,191,96,20,90,98,1
1,60,181,79,9,92,48,0
0,48,183,71,26,104,159,0
1,27,195,94,20,98,99,1
0,40,162,60,21,109,140,0
1,29,203,100,22,105,137,1
0,58,159,57,21,101,129,1
0,42,162,56,28,108,186,1
0,41,158,54,19,99,108,0
1,61,189,91,13,86,61,1
1,44,200,103,16,97,93,1
1,35,193,98,10,85,35,1
0,73,185,79,15,95,82,1
1,24,180,77,18,96,74,1
0,22,165,63,4,88,16,1
1,31,185,80,11,92,43,1
1,42,179,83,4,83,13,1
0,54,183,74,29,107,188,1
0,28,178,74,18,100,95,1
0,67,147,52,3,92,16,1
1,52,191,85,2,81,7,1
1,59,178,87,17,101,115,1
0,48,197,89,18,102,102,1
1,25,183,85,3,83,7,1
0,58,161,61,11,87,51,1
1,53,171,77,8,94,42,1
0,29,169,72,15,88,61,1
0,38,162,61,19,95,97,1
0,32,170,68,1,76,3,1
1,22,194,91,23,100,114,1
1,41,191,95,2,83,7,1
1,22,184,82,21,100,100,1
1,32,186,85,8,88,28,1
0,27,160,64,14,98,73,1
1,31,192,92,4,93,17,1
0,63,157,57,8,94,44,1
0,32,175,70,26,104,152,1
1,20,206,107,21,105,125,0
1,45,200,97,27,102,175,1
1,22,179,75,29,108,168,0
1,42,198,101,20,100,122,1
1,30,170,70,13,95,53,1
0,47,177,75,15,91,70,0
1,62,182,80,8,79,28,1
1,57,186,83,12,83,47,1
1,60,194,93,5,87,24,1
1,64,196,95,26,103,195,0
1,60,174,76,24,109,187,1
1,30,193,89,25,113,181,1
0,79,144,51,24,100,156,1
1,76,176,79,18,98,126,1
0,60,141,46,6,86,28,1
0,23,156,55,3,84,11,1
1,49,181,78,1,80,3,1
0,27,168,64,22,102,124,0
0,35,140,47,26,101,153,0
0,56,156,55,2,76,7,0
0,24,171,66,29,110,186,0
0,33,166,65,14,89,61,0
1,35,182,85,22,104,133,1
0,64,166,69,27,107,182,1
1,31,190,87,19,94,83,0
0,33,170,71,11,95,54,1
1,30,188,93,24,105,147,1
0,35,168,69,24,104,142,1
1,23,184,81,15,102,76,0
0,51,176,71,14,95,73,1
0,76,157,58,23,100,146,1
1,33,180,79,23,106,141,1
1,74,184,94,29,109,257,0
0,32,181,78,12,92,53,0
1,41,182,79,5,86,17,1
0,52,152,51,13,94,70,1
1,50,184,83,27,100,165,1
1,61,171,78,17,102,116,1
0,31,168,65,10,88,42,0
1,31,195,100,9,91,38,1
0,48,171,69,23,110,156,1
0,32,176,67,7,93,33,1
0,70,163,62,23,93,125,1
0,61,170,68,3,82,12,1
1,33,181,81,28,106,172,1
0,32,174,70,28,96,140,0
1,37,185,87,13,101,74,1
0,27,160,61,16,99,86,0
0,43,158,61,22,106,140,1
0,23,148,48,8,88,34,1
0,32,172,63,14,91,64,1
0,22,169,68,16,94,74,1
1,25,198,93,23,108,146,0
1,27,178,75,16,100,77,0
1,42,192,87,23,106,155,1
1,35,194,96,16,100,91,1
0,26,175,70,24,100,127,1
0,24,166,64,3,93,14,1
0,36,168,69,19,95,94,1
1,40,172,80,11,98,58,1
0,29,174,73,6,91,26,1
0,61,171,72,6,80,23,1
0,22,153,55,21,107,130,1
0,28,162,62,21,96,106,1
1,33,189,92,18,105,112,0
0,70,147,46,10,93,57,1
1,39,175,77,6,86,20,1
0,34,176,70,22,90,96,1
0,30,173,65,22,107,136,1
0,39,170,72,6,89,26,1
0,39,173,69,3,92,14,1
0,44,162,62,25,102,149,1
0,68,163,60,5,85,23,0
1,47,192,101,18,99,112,0
1,53,195,102,17,103,121,1
0,55,165,71,3,86,13,0
0,79,156,54,13,91,72,0
1,40,196,93,22,98,122,0
1,20,168,69,13,98,53,1
0,74,148,52,25,108,182,0
0,23,182,70,17,102,93,0
1,20,192,89,10,89,31,1
0,26,177,70,14,94,65,1
1,46,182,81,9,88,37,0
0,72,166,60,20,100,125,1
0,22,154,53,28,106,171,1
1,70,195,102,15,93,96,0
1,53,176,81,22,103,147,1
0,50,159,59,4,86,18,1
0,67,167,70,21,104,136,1
0,35,155,55,11,87,47,1
0,52,154,56,25,103,157,0
0,51,151,51,10,94,54,0
0,39,176,76,28,111,186,0
1,73,192,102,19,97,136,0
0,27,164,64,4,88,17,1
1,35,192,98,5,79,13,1
1,29,168,72,6,86,17,1
0,40,146,49,3,83,12,1
1,26,183,80,3,78,5,1
1,76,175,77,18,98,125,1
1,32,193,98,11,97,56,1
0,28,166,62,27,100,147,1
0,57,159,61,24,99,141,1
1,33,162,70,19,100,95,0
0,22,157,54,21,88,88,1
1,39,189,94,11,86,41,1
1,50,203,101,19,96,112,1
0,26,163,60,21,98,110,0
0,65,168,66,24,111,174,1
1,23,170,70,29,110,175,1
1,52,194,94,15,92,79,1
0,72,146,51,18,93,101,1
0,44,157,64,25,99,140,1
1,51,184,93,3,84,12,1
0,38,162,59,8,89,36,0
1,56,192,91,24,101,161,1
1,67,184,91,23,106,184,1
0,24,155,55,26,114,181,1
1,27,186,93,25,114,183,1
1,38,186,89,23,99,127,1
1,28,180,80,12,96,53,0
0,20,169,65,3,82,10,1
0,66,166,65,23,104,150,1
0,35,172,65,6,92,28,0
1,45,183,85,3,81,9,1
0,26,165,62,23,92,105,1
0,73,172,70,2,86,9,1
1,20,193,101,13,98,62,1
1,21,186,80,18,90,57,1
0,23,158,62,21,97,106,1
1,77,183,85,16,92,100,1
1,21,175,73,22,95,82,1
1,44,170,79,7,82,21,1
1,56,176,83,29,110,229,0
1,21,175,73,20,100,90,0
1,27,171,77,2,77,3,1
0,22,174,73,20,101,106,1
0,33,167,62,17,95,85,1
1,38,201,101,16,99,92,1
0,32,157,50,28,104,171,1
0,60,159,53,6,87,29,0
0,35,151,51,29,108,191,1
0,45,169,66,19,97,102,1
1,69,171,76,4,94,24,1
1,71,178,80,9,90,50,1
0,78,175,73,21,107,146,1
1,59,182,86,3,81,11,1
0,43,173,67,5,82,19,1
1,22,187,86,11,90,37,1
1,65,193,99,5,89,28,0
0,33,178,73,13,82,45,1
0,22,163,66,19,99,99,0
0,38,176,77,25,98,130,1
0,56,180,76,4,71,11,1
0,27,179,79,19,96,91,1
0,24,164,65,6,85,22,1
1,35,187,85,16,91,65,1
0,39,180,77,19,105,114,1
0,57,154,59,1,90,5,0
0,61,156,59,9,101,56,1
1,24,185,89,20,109,127,1
0,31,163,67,3,89,13,0
1,71,187,93,28,113,260,1
1,40,190,89,2,81,6,1
1,35,184,85,15,93,66,1
0,25,159,57,17,101,95,1
1,20,187,90,25,105,139,1
0,31,165,62,13,96,66,0
0,64,174,72,28,108,191,0
0,21,155,50,13,98,69,0
1,65,192,90,26,109,217,1
0,48,175,70,14,99,78,1
0,56,168,71,27,108,180,1
1,76,179,79,19,105,153,1
0,56,179,76,6,84,24,1
0,20,166,66,14,94,65,1
1,52,186,93,6,90,30,0
1,27,180,78,25,103,134,1
0,32,163,58,17,100,95,1
0,58,167,66,16,87,73,1
0,39,179,76,6,82,21,1
1,70,176,83,21,111,183,1
0,47,157,66,22,96,117,0
1,67,187,94,19,98,131,1
1,66,185,90,13,82,56,1
0,22,149,50,8,97,42,1
1,74,180,88,22,101,166,1
0,57,160,60,5,79,19,1
0,38,164,61,14,89,63,1
0,26,175,71,7,90,30,1
0,23,168,69,3,83,10,1
0,74,172,72,14,91,72,0
1,33,184,87,27,99,141,1
0,49,153,57,21,101,126,1
0,20,158,60,17,91,74,0
0,47,174,71,16,100,91,1
0,20,159,59,29,114,199,0
0,68,175,72,15,92,78,1
0,24,163,66,7,87,28,1
1,51,178,85,11,90,52,1
0,54,169,65,11,88,51,1
0,48,157,62,1,77,3,1
1,63,194,103,25,94,157,1
0,64,166,68,25,109,174,1
1,38,188,89,1,77,2,1
0,31,153,54,21,101,120,1
1,36,210,117,4,76,10,1
0,35,166,70,14,93,66,1
0,73,167,69,19,97,111,1
1,47,175,79,19,98,106,1
0,49,153,52,24,104,153,1
1,63,158,63,17,95,94,1
1,63,199,101,14,81,60,1
0,32,170,67,8,86,32,1
0,63,162,64,20,105,132,1
0,23,161,61,13,91,57,1
1,50,183,84,7,84,26,1
0,41,161,62,8,90,37,1
1,31,178,77,21,97,97,1
1,43,167,71,16,100,88,1
1,27,168,64,24,105,128,1
1,22,187,85,26,112,172,1
0,49,166,60,12,95,64,1
1,55,164,69,21,106,146,0
0,52,161,63,19,99,109,1
0,24,167,63,16,94,76,1
0,63,162,58,27,106,183,1
1,35,177,75,25,105,149,0
0,24,167,67,30,105,176,1
1,25,190,91,29,112,200,0
1,59,164,68,8,81,27,1
1,45,183,85,4,98,22,0
0,26,149,50,17,95,86,1
0,56,174,69,9,91,44,0
1,46,186,84,8,81,25,1
0,52,159,59,11,92,56,1
0,76,155,63,13,94,73,1
1,21,196,95,22,107,133,0
0,32,167,63,5,91,23,1
1,64,188,92,14,87,70,1
1,29,179,77,26,97,117,0
1,45,185,85,4,94,20,0
0,29,158,56,29,110,192,1
1,61,182,87,26,104,191,0
0,56,169,65,18,96,99,1
1,70,186,82,28,102,206,1
0,34,180,73,26,89,110,1
1,28,186,83,26,106,155,1
0,33,163,62,17,92,80,0
0,76,172,76,21,105,140,1
1,22,177,77,7,87,19,1
1,65,189,98,27,125,295,1
1,26,190,88,14,95,60,1
1,43,192,100,16,100,98,1
0,64,159,59,29,112,215,0
1,24,190,89,27,103,147,1
0,59,164,61,20,100,120,1
1,28,184,79,16,93,63,0
1,20,175,73,15,98,62,0
0,29,177,68,26,101,143,1
0,35,164,63,26,110,173,0
1,63,184,84,27,111,227,0
0,33,173,63,3,82,11,1
1,73,185,83,1,76,4,1
1,45,191,99,14,96,79,0
1,23,196,90,14,93,55,0
0,50,154,55,11,90,54,1
1,40,179,76,5,85,16,0
0,61,164,62,13,95,72,1
